CHM00052495,40.75,104.5,1329.0,BAYANMOD,1971,2002,20474
CHM00052533,39.7667,98.4833,1478.0,JIUQUAN,1956,2022,45242
CHM00052602,38.833,93.383,2771.0,LENGHU,1959,1993,15645
CHM00052681,38.6333,103.0833,1367.0,MINQIN,1957,2021,43479
CHM00052818,36.4167,94.9,2809.0,GOLMUD,1957,2021,44438
CHM00052836,36.3,98.1,3190.0,DOULAN,1956,2021,41432
CHM00052866,36.7167,101.75,2296.0,XINING,1958,2021,41842
CHM00052889,36.05,103.883,1518.0,LANZHOU,1956,2001,30960
CHM00052983,35.8667,104.15,1875.0,YUZHONG,2001,2021,14250
CHM00053068,43.6333,111.95,966.0,ERENHOT,1973,2021,36763
CHM00053276,42.4,112.9,1152.0,JURH,1956,1988,11935
CHM00053336,41.5667,108.5167,1290.0,HALIUT,1973,2020,23058
CHM00053420,40.97,107.17,1057.0,XAMBA,1956,1958,1094
CHM00053463,40.85,111.5667,1153.5,HOHHOT,1956,2022,45377
CHM00053513,40.7333,107.3667,1041.0,LINHE,1973,2021,34918
CHM00053543,39.8333,109.9833,1459.0,DONGSHENG,1963,2020,23574
CHM00053546,39.283,109.75,1310.0,CHASAKOCHI,1957,1962,3515
CHM00053614,38.4667,106.2,1112.0,YINCHUAN,1957,2021,46006
CHM00053772,37.6206,112.5767,776.0,TAIYUAN,1956,2022,46899
CHM00053798,37.1808,114.3589,184.0,XINGTAI,1967,2020,26270
CHM00053845,36.5667,109.45,958.9,YANAN,1956,2021,45285
CHM00053915,35.55,106.6667,1348.0,PINGLIANG,1959,2021,39662
CHM00054102,43.95,116.1167,1004.0,XILINHOT,1956,2022,45729
CHM00054135,43.6,122.2667,180.0,TONGLIAO,1959,2021,41649
CHM00054161,43.9,125.2167,238.0,CHANGCHUN,1956,2022,46264
CHM00054218,42.3,118.8333,668.6,CHIFENG,1956,2021,44893
CHM00054292,42.8667,129.5,258.0,YANJI,1956,2021,43338
CHM00054337,41.117,121.067,30.0,JINZHOU,1960,2007,26088
CHM00054339,41.1167,122.95,122.0,ANSHAN,1960,1961,362
CHM00054342,41.7333,123.5167,49.0,SHENYANG,1956,2019,45359
CHM00054374,41.8,126.8833,385.0,LINJIANG,1959,2021,41601
CHM00054401,40.7833,114.8833,774.1,ZHANGJIAKOU,1973,2020,23070
CHM00054497,40.083,124.333,13.0,DANDONG,1960,2007,24594
CHM00054511,39.9333,116.2833,32.5,BEIJING,1956,2022,47037
CHM00054534,39.6667,118.1167,57.0,TANGSHAN,1960,1961,251
CHM00054662,38.9,121.6333,97.0,DALIAN,1944,2022,44954
CHM00054714,37.4833,116.3667,23.0,TEHSIEN/TECHOW,1959,1961,498
CHM00054727,36.7,117.55,123.0,ZHANGQIU,2003,2021,12751
CHM00054776,37.4,122.683,47.0,CHENGSHANTOU,1973,2000,15581
CHM00054823,36.683,116.983,58.0,JINAN,1956,2003,33391
CHM00054843,36.7,119.1167,38.0,WEIHSIEN,1960,1961,254
CHM00054857,36.0667,120.3333,77.0,QINGDAO,1956,2021,54499
CHM00055299,31.4833,92.0667,4508.0,NAGQU,1957,2021,39474
CHM00055591,29.6667,91.1333,3650.0,LHASA,1957,2021,41179
CHM00055664,28.633,87.083,4302.0,TINGRI,1973,2000,4882
CHM00056004,33.95,92.617,4535.0,TUOTUOHE,1973,1999,11291
CHM00056029,33.0,96.95,3716.9,YUSHU,1959,2021,37434
CHM00056046,33.8,99.8,3968.0,DARLAG,1967,1999,12064
CHM00056080,35.0,102.9,2910.0,HEZUO,1960,2021,38415
CHM00056096,33.383,104.917,1079.0,WUDU,1957,2002,27511
CHM00056137,31.15,97.1667,3307.0,QAMDO,1957,2021,38241
CHM00056146,31.6167,100.0,3394.0,GARZE,1957,2021,39412
